,0,1,2
1031,"[19.351671178252396, -98.94924235289035]","[19.368244338285994, -99.18597834552118]",3149
1032,"[19.351671178252396, -98.94924235289035]","[19.527845824899295, -98.88916567643976]",2541
1033,"[19.351671178252396, -98.94924235289035]","[19.433791636511348, -99.03026835731171]",2380
1034,"[19.351671178252396, -98.94924235289035]","[19.497206150321375, -99.09281546705141]",3353
1035,"[19.351671178252396, -98.94924235289035]","[19.309437134330768, -99.16548155568837]",3527
1036,"[19.351671178252396, -98.94924235289035]","[19.24660725229904, -98.91261159582325]",2679
1037,"[19.351671178252396, -98.94924235289035]","[19.216767628615436, -99.20382009440948]",5361
1038,"[19.351671178252396, -98.94924235289035]","[19.24366307743769, -99.37410378989058]",5322
1039,"[19.351671178252396, -98.94924235289035]","[19.230187704759373, -99.19245863465683]",4777
1040,"[19.351671178252396, -98.94924235289035]","[19.288005908707827, -99.13134020603029]",3142
1041,"[19.351671178252396, -98.94924235289035]","[19.31276644796084, -99.25649244905321]",4635
1042,"[19.351671178252396, -98.94924235289035]","[19.54353502594405, -99.15314941659909]",4033
1043,"[19.351671178252396, -98.94924235289035]","[19.443585462844418, -99.19964300755342]",3625
1044,"[19.351671178252396, -98.94924235289035]","[19.400198487232096, -99.253841107874]",4218
1045,"[19.351671178252396, -98.94924235289035]","[19.210003017001746, -99.37239974791837]",7197
1046,"[19.351671178252396, -98.94924235289035]","[19.371642414581164, -99.2880756962674]",4458
1047,"[19.351671178252396, -98.94924235289035]","[19.513652688390795, -99.42268188847717]",6330
1048,"[19.351671178252396, -98.94924235289035]","[19.394717011022145, -99.06394165309631]",2010
1049,"[19.351671178252396, -98.94924235289035]","[19.533143078706075, -99.24848762553006]",4912
1050,"[19.351671178252396, -98.94924235289035]","[19.32225543254924, -99.16119649805853]",3467
1051,"[19.351671178252396, -98.94924235289035]","[19.283233143613977, -99.38244708305169]",5015
1052,"[19.351671178252396, -98.94924235289035]","[19.21726790349794, -99.32291114051043]",6383
1053,"[19.351671178252396, -98.94924235289035]","[19.576890751979587, -99.05542416734598]",4190
1054,"[19.351671178252396, -98.94924235289035]","[19.52439810239925, -99.27650785811961]",4513
1055,"[19.351671178252396, -98.94924235289035]","[19.224898463487445, -99.24117238947034]",5549
1056,"[19.351671178252396, -98.94924235289035]","[19.34732888152316, -99.26713604804236]",4357
1057,"[19.351671178252396, -98.94924235289035]","[19.28635405427697, -99.01378764315798]",2024
1058,"[19.351671178252396, -98.94924235289035]","[19.53511504704348, -98.97984672757082]",3641
1059,"[19.351671178252396, -98.94924235289035]","[19.250817894650115, -99.25583556469013]",5138
1060,"[19.351671178252396, -98.94924235289035]","[19.43308341504041, -99.33368387654899]",4819
1061,"[19.351671178252396, -98.94924235289035]","[19.38101255009176, -99.19348543899147]",3059
1062,"[19.351671178252396, -98.94924235289035]","[19.40159581833263, -99.13649229548915]",2682
1063,"[19.351671178252396, -98.94924235289035]","[19.299795680691915, -99.19771371374877]",3700
1064,"[19.351671178252396, -98.94924235289035]","[19.373737396301504, -99.21457092202904]",3627
1065,"[19.351671178252396, -98.94924235289035]","[19.33954768146602, -99.37505054799445]",6148
1066,"[19.351671178252396, -98.94924235289035]","[19.468374993447767, -99.33004489823131]",5796
1067,"[19.351671178252396, -98.94924235289035]","[19.373907586588626, -98.9863277974932]",1120
1068,"[19.351671178252396, -98.94924235289035]","[19.31523404548342, -98.92532990607914]",1397
1069,"[19.351671178252396, -98.94924235289035]","[19.212677047683112, -99.302143970052]",6356
1070,"[19.351671178252396, -98.94924235289035]","[19.218224670083124, -98.9957387869367]",3358
1071,"[19.351671178252396, -98.94924235289035]","[19.57736498006908, -99.07914036065755]",4852
1072,"[19.351671178252396, -98.94924235289035]","[19.573237731013197, -99.13951920436632]",5471
1073,"[19.351671178252396, -98.94924235289035]","[19.541044713648574, -99.21832894438758]",4278
1074,"[19.351671178252396, -98.94924235289035]","[19.328139833987972, -99.26328027892764]",4823
1075,"[19.351671178252396, -98.94924235289035]","[19.260036669744057, -99.39534166191987]",6210
1076,"[19.351671178252396, -98.94924235289035]","[19.576540463402644, -99.28658210802875]",5876
1077,"[19.351671178252396, -98.94924235289035]","[19.238716305928236, -98.8937882130366]",2551
1078,"[19.351671178252396, -98.94924235289035]","[19.465912208007513, -99.39932426541715]",6428
1079,"[19.351671178252396, -98.94924235289035]","[19.431952396894207, -99.11159226862561]",2631
1080,"[19.351671178252396, -98.94924235289035]","[19.293661871392363, -99.29865490593097]",5065
1081,"[19.351671178252396, -98.94924235289035]","[19.3065061616201, -99.39325293491389]",4914
1082,"[19.351671178252396, -98.94924235289035]","[19.262283454737926, -99.0840595002207]",3827
1083,"[19.351671178252396, -98.94924235289035]","[19.267786613473948, -99.28242028807253]",5498
1084,"[19.351671178252396, -98.94924235289035]","[19.328031981687346, -99.21520730064226]",3631
1085,"[19.351671178252396, -98.94924235289035]","[19.306508838764096, -99.14526157993895]",3297
1086,"[19.351671178252396, -98.94924235289035]","[19.33869584784552, -98.99391380497931]",1372
1087,"[19.351671178252396, -98.94924235289035]","[19.495324153398418, -99.20701076318234]",4190
1088,"[19.351671178252396, -98.94924235289035]","[19.483650773936038, -99.35386434085099]",5540
1089,"[19.351671178252396, -98.94924235289035]","[19.485792124760632, -98.98047408784863]",2802
1090,"[19.351671178252396, -98.94924235289035]","[19.474512134238832, -99.38042490106275]",6247
1091,"[19.351671178252396, -98.94924235289035]","[19.226021457671923, -99.06484388336412]",4406
1092,"[19.548575142493583, -99.37652508939676]","[19.305285452158095, -99.39848815802986]",5172
1093,"[19.548575142493583, -99.37652508939676]","[19.558083310147587, -99.36167145413054]",7518
1094,"[19.548575142493583, -99.37652508939676]","[19.426591104675204, -99.04418893786857]",2188
1095,"[19.548575142493583, -99.37652508939676]","[19.23446706792206, -98.89768460764665]",7609
1096,"[19.548575142493583, -99.37652508939676]","[19.40323083429086, -99.21244696325431]",3750
1097,"[19.548575142493583, -99.37652508939676]","[19.200480785694886, -99.06857299540648]",7317
1098,"[19.548575142493583, -99.37652508939676]","[19.344505860824373, -99.41412558420897]",4658
1099,"[19.548575142493583, -99.37652508939676]","[19.215753641338598, -99.28784104799603]",6864
1100,"[19.548575142493583, -99.37652508939676]","[19.24683845748336, -99.16126488643575]",5565
1101,"[19.548575142493583, -99.37652508939676]","[19.46402657190602, -99.40537685887924]",4506
1102,"[19.548575142493583, -99.37652508939676]","[19.51300807969795, -99.09908971871336]",4400
1103,"[19.548575142493583, -99.37652508939676]","[19.395573146114494, -99.02745525551764]",5534
1104,"[19.548575142493583, -99.37652508939676]","[19.331528330318065, -98.95977721631968]",6329
1105,"[19.548575142493583, -99.37652508939676]","[19.403378299014182, -98.90786505654526]",7211
1106,"[19.548575142493583, -99.37652508939676]","[19.302691102166445, -99.1503164683647]",5097
1107,"[19.548575142493583, -99.37652508939676]","[19.55346843309786, -99.09301184954363]",5822
1108,"[19.548575142493583, -99.37652508939676]","[19.368244338285994, -99.18597834552118]",4140
1109,"[19.548575142493583, -99.37652508939676]","[19.527845824899295, -98.88916567643976]",6389
1110,"[19.548575142493583, -99.37652508939676]","[19.433791636511348, -99.03026835731171]",5853
1111,"[19.548575142493583, -99.37652508939676]","[19.497206150321375, -99.09281546705141]",4717
1112,"[19.548575142493583, -99.37652508939676]","[19.309437134330768, -99.16548155568837]",4927
1113,"[19.548575142493583, -99.37652508939676]","[19.24660725229904, -98.91261159582325]",7076
1114,"[19.548575142493583, -99.37652508939676]","[19.216767628615436, -99.20382009440948]",6724
1115,"[19.548575142493583, -99.37652508939676]","[19.24366307743769, -99.37410378989058]",4274
1116,"[19.548575142493583, -99.37652508939676]","[19.230187704759373, -99.19245863465683]",6140
1117,"[19.548575142493583, -99.37652508939676]","[19.288005908707827, -99.13134020603029]",4977
1118,"[19.548575142493583, -99.37652508939676]","[19.31276644796084, -99.25649244905321]",5087
1119,"[19.548575142493583, -99.37652508939676]","[19.54353502594405, -99.15314941659909]",4347
1120,"[19.548575142493583, -99.37652508939676]","[19.443585462844418, -99.19964300755342]",3383
1121,"[19.548575142493583, -99.37652508939676]","[19.400198487232096, -99.253841107874]",3638
1122,"[19.548575142493583, -99.37652508939676]","[19.210003017001746, -99.37239974791837]",6149
1123,"[19.548575142493583, -99.37652508939676]","[19.371642414581164, -99.2880756962674]",3503
1124,"[19.548575142493583, -99.37652508939676]","[19.513652688390795, -99.42268188847717]",1319
1125,"[19.548575142493583, -99.37652508939676]","[19.394717011022145, -99.06394165309631]",5021
1126,"[19.548575142493583, -99.37652508939676]","[19.533143078706075, -99.24848762553006]",3094
1127,"[19.548575142493583, -99.37652508939676]","[19.32225543254924, -99.16119649805853]",5103
1128,"[19.548575142493583, -99.37652508939676]","[19.283233143613977, -99.38244708305169]",3967
1129,"[19.548575142493583, -99.37652508939676]","[19.21726790349794, -99.32291114051043]",7182
1130,"[19.548575142493583, -99.37652508939676]","[19.576890751979587, -99.05542416734598]",5195
1131,"[19.548575142493583, -99.37652508939676]","[19.52439810239925, -99.27650785811961]",2675
1132,"[19.548575142493583, -99.37652508939676]","[19.224898463487445, -99.24117238947034]",6348
1133,"[19.548575142493583, -99.37652508939676]","[19.34732888152316, -99.26713604804236]",3987
1134,"[19.548575142493583, -99.37652508939676]","[19.28635405427697, -99.01378764315798]",6417
1135,"[19.548575142493583, -99.37652508939676]","[19.53511504704348, -98.97984672757082]",6691
1136,"[19.548575142493583, -99.37652508939676]","[19.250817894650115, -99.25583556469013]",5937
1137,"[19.548575142493583, -99.37652508939676]","[19.43308341504041, -99.33368387654899]",2897
1138,"[19.548575142493583, -99.37652508939676]","[19.38101255009176, -99.19348543899147]",4023
1139,"[19.548575142493583, -99.37652508939676]","[19.40159581833263, -99.13649229548915]",4529
1140,"[19.548575142493583, -99.37652508939676]","[19.299795680691915, -99.19771371374877]",4447
1141,"[19.548575142493583, -99.37652508939676]","[19.373737396301504, -99.21457092202904]",4382
1142,"[19.548575142493583, -99.37652508939676]","[19.33954768146602, -99.37505054799445]",4823
1143,"[19.548575142493583, -99.37652508939676]","[19.468374993447767, -99.33004489823131]",3085
1144,"[19.548575142493583, -99.37652508939676]","[19.373907586588626, -98.9863277974932]",5999
1145,"[19.548575142493583, -99.37652508939676]","[19.31523404548342, -98.92532990607914]",6766
1146,"[19.548575142493583, -99.37652508939676]","[19.212677047683112, -99.302143970052]",7154
1147,"[19.548575142493583, -99.37652508939676]","[19.218224670083124, -98.9957387869367]",8032
1148,"[19.548575142493583, -99.37652508939676]","[19.57736498006908, -99.07914036065755]",5857
1149,"[19.548575142493583, -99.37652508939676]","[19.573237731013197, -99.13951920436632]",5350
1150,"[19.548575142493583, -99.37652508939676]","[19.541044713648574, -99.21832894438758]",3392
1151,"[19.548575142493583, -99.37652508939676]","[19.328139833987972, -99.26328027892764]",4765
1152,"[19.548575142493583, -99.37652508939676]","[19.260036669744057, -99.39534166191987]",5162
1153,"[19.548575142493583, -99.37652508939676]","[19.576540463402644, -99.28658210802875]",3748
1154,"[19.548575142493583, -99.37652508939676]","[19.238716305928236, -98.8937882130366]",6948
1155,"[19.548575142493583, -99.37652508939676]","[19.465912208007513, -99.39932426541715]",4506
1156,"[19.548575142493583, -99.37652508939676]","[19.431952396894207, -99.11159226862561]",4836
1157,"[19.548575142493583, -99.37652508939676]","[19.293661871392363, -99.29865490593097]",4090
1158,"[19.548575142493583, -99.37652508939676]","[19.3065061616201, -99.39325293491389]",3866
1159,"[19.548575142493583, -99.37652508939676]","[19.262283454737926, -99.0840595002207]",6102
1160,"[19.548575142493583, -99.37652508939676]","[19.267786613473948, -99.28242028807253]",5863
1161,"[19.548575142493583, -99.37652508939676]","[19.328031981687346, -99.21520730064226]",4330
1162,"[19.548575142493583, -99.37652508939676]","[19.306508838764096, -99.14526157993895]",5040
1163,"[19.548575142493583, -99.37652508939676]","[19.33869584784552, -98.99391380497931]",6057
1164,"[19.548575142493583, -99.37652508939676]","[19.495324153398418, -99.20701076318234]",3691
1165,"[19.548575142493583, -99.37652508939676]","[19.483650773936038, -99.35386434085099]",2088
1166,"[19.548575142493583, -99.37652508939676]","[19.485792124760632, -98.98047408784863]",6007
1167,"[19.548575142493583, -99.37652508939676]","[19.474512134238832, -99.38042490106275]",2232
1168,"[19.548575142493583, -99.37652508939676]","[19.226021457671923, -99.06484388336412]",6986
1169,"[19.305285452158095, -99.39848815802986]","[19.558083310147587, -99.36167145413054]",1739
1170,"[19.305285452158095, -99.39848815802986]","[19.426591104675204, -99.04418893786857]",4020
1171,"[19.305285452158095, -99.39848815802986]","[19.23446706792206, -98.89768460764665]",6171
1172,"[19.305285452158095, -99.39848815802986]","[19.40323083429086, -99.21244696325431]",2219
1173,"[19.305285452158095, -99.39848815802986]","[19.200480785694886, -99.06857299540648]",5113
1174,"[19.305285452158095, -99.39848815802986]","[19.344505860824373, -99.41412558420897]",1190
1175,"[19.305285452158095, -99.39848815802986]","[19.215753641338598, -99.28784104799603]",4660
1176,"[19.305285452158095, -99.39848815802986]","[19.24683845748336, -99.16126488643575]",3361
1177,"[19.305285452158095, -99.39848815802986]","[19.46402657190602, -99.40537685887924]",3498
1178,"[19.305285452158095, -99.39848815802986]","[19.51300807969795, -99.09908971871336]",3545
1179,"[19.305285452158095, -99.39848815802986]","[19.395573146114494, -99.02745525551764]",4096
1180,"[19.305285452158095, -99.39848815802986]","[19.331528330318065, -98.95977721631968]",4890
1181,"[19.305285452158095, -99.39848815802986]","[19.403378299014182, -98.90786505654526]",5773
1182,"[19.305285452158095, -99.39848815802986]","[19.302691102166445, -99.1503164683647]",2893
1183,"[19.305285452158095, -99.39848815802986]","[19.55346843309786, -99.09301184954363]",4889
1184,"[19.305285452158095, -99.39848815802986]","[19.368244338285994, -99.18597834552118]",2616
1185,"[19.305285452158095, -99.39848815802986]","[19.527845824899295, -98.88916567643976]",5343
1186,"[19.305285452158095, -99.39848815802986]","[19.433791636511348, -99.03026835731171]",4414
1187,"[19.305285452158095, -99.39848815802986]","[19.497206150321375, -99.09281546705141]",3863
1188,"[19.305285452158095, -99.39848815802986]","[19.309437134330768, -99.16548155568837]",2722
